batch_id,tile_id,print_id,saturated,latency_ms,timestamp
162,2,SI266220200309225433,0,0,2025-07-08T10:42:46.474117359Z
155,11,SI266220200309225433,0,0,2025-07-08T10:42:46.469920305Z
160,0,SI266220200309225433,0,0,2025-07-08T10:42:46.472969733Z
151,7,SI266220200309225433,265,0,2025-07-08T10:42:46.148768329Z
159,15,SI266220200309225433,0,0,2025-07-08T10:42:46.472503756Z
163,3,SI266220200309225433,986,0,2025-07-08T10:42:46.474607549Z
157,13,SI266220200309225433,0,0,2025-07-08T10:42:46.471235788Z
164,4,SI266220200309225433,0,0,2025-07-08T10:42:46.475183059Z
168,8,SI266220200309225433,0,0,2025-07-08T10:42:46.849887308Z
174,14,SI266220200309225433,0,0,2025-07-08T10:42:46.852842466Z
165,5,SI266220200309225433,0,0,2025-07-08T10:42:46.476043953Z
166,6,SI266220200309225433,0,0,2025-07-08T10:42:46.674490293Z
170,10,SI266220200309225433,0,0,2025-07-08T10:42:46.851014929Z
172,12,SI266220200309225433,0,0,2025-07-08T10:42:46.851946859Z
161,1,SI266220200309225433,0,0,2025-07-08T10:42:46.473533266Z
178,2,SI266220200309225433,0,0,2025-07-08T10:42:47.070799453Z
176,0,SI266220200309225433,0,0,2025-07-08T10:42:46.853808763Z
171,11,SI266220200309225433,0,0,2025-07-08T10:42:46.851500297Z
167,7,SI266220200309225433,72,0,2025-07-08T10:42:46.849078076Z
169,9,SI266220200309225433,7,0,2025-07-08T10:42:46.850478280Z
179,3,SI266220200309225433,3055,0,2025-07-08T10:42:47.071867599Z
180,4,SI266220200309225433,0,0,2025-07-08T10:42:47.072422448Z
173,13,SI266220200309225433,0,0,2025-07-08T10:42:46.852444859Z
175,15,SI266220200309225433,0,0,2025-07-08T10:42:46.853528122Z
182,6,SI266220200309225433,0,0,2025-07-08T10:42:47.218416317Z
181,5,SI266220200309225433,0,0,2025-07-08T10:42:47.115268756Z
177,1,SI266220200309225433,0,0,2025-07-08T10:42:46.854299110Z
184,8,SI266220200309225433,0,0,2025-07-08T10:42:47.219918893Z
188,12,SI266220200309225433,0,0,2025-07-08T10:42:47.398238074Z
186,10,SI266220200309225433,1,0,2025-07-08T10:42:47.396816641Z
192,0,SI266220200309225433,0,0,2025-07-08T10:42:47.613638277Z
190,14,SI266220200309225433,0,0,2025-07-08T10:42:47.399574338Z
183,7,SI266220200309225433,1080,0,2025-07-08T10:42:47.219378809Z
187,11,SI266220200309225433,0,0,2025-07-08T10:42:47.397740448Z
194,2,SI266220200309225433,0,0,2025-07-08T10:42:47.615643339Z
185,9,SI266220200309225433,0,0,2025-07-08T10:42:47.395762973Z
189,13,SI266220200309225433,0,0,2025-07-08T10:42:47.398925331Z
200,8,SI266220200309225433,0,0,2025-07-08T10:42:47.731347098Z
195,3,SI266220200309225433,1397,0,2025-07-08T10:42:47.616313370Z
196,4,SI266220200309225433,0,0,2025-07-08T10:42:47.616947863Z
191,15,SI266220200309225433,0,0,2025-07-08T10:42:47.612867690Z
198,6,SI266220200309225433,0,0,2025-07-08T10:42:47.729017996Z
193,1,SI266220200309225433,0,0,2025-07-08T10:42:47.614559647Z
197,5,SI266220200309225433,0,0,2025-07-08T10:42:47.727214922Z
203,11,SI266220200309225433,0,0,2025-07-08T10:42:48.190370258Z
199,7,SI266220200309225433,280,0,2025-07-08T10:42:47.730196375Z
206,14,SI266220200309225433,0,0,2025-07-08T10:42:48.192241807Z
205,13,SI266220200309225433,0,0,2025-07-08T10:42:48.191523681Z
201,9,SI266220200309225433,19,0,2025-07-08T10:42:47.732892711Z
202,10,SI266220200309225433,0,0,2025-07-08T10:42:48.189528285Z
204,12,SI266220200309225433,0,0,2025-07-08T10:42:48.190883132Z
211,3,SI266220200309225433,1558,0,2025-07-08T10:42:48.195211064Z
210,2,SI266220200309225433,0,0,2025-07-08T10:42:48.194602306Z
208,0,SI266220200309225433,0,0,2025-07-08T10:42:48.193272649Z
209,1,SI266220200309225433,0,0,2025-07-08T10:42:48.193871606Z
212,4,SI266220200309225433,0,0,2025-07-08T10:42:48.195909023Z
207,15,SI266220200309225433,0,0,2025-07-08T10:42:48.192768026Z
216,8,SI266220200309225433,0,0,2025-07-08T10:42:48.568556926Z
213,5,SI266220200309225433,0,0,2025-07-08T10:42:48.196833341Z
214,6,SI266220200309225433,0,0,2025-07-08T10:42:48.567007110Z
217,9,SI266220200309225433,15,0,2025-07-08T10:42:48.569373029Z
218,10,SI266220200309225433,85,0,2025-07-08T10:42:48.570222560Z
220,12,SI266220200309225433,0,0,2025-07-08T10:42:48.571381580Z
215,7,SI266220200309225433,246,0,2025-07-08T10:42:48.567857948Z
222,14,SI266220200309225433,0,0,2025-07-08T10:42:48.572541815Z
224,0,SI266220200309225433,0,0,2025-07-08T10:42:48.574746147Z
219,11,SI266220200309225433,0,0,2025-07-08T10:42:48.570826106Z
226,2,SI266220200309225433,0,0,2025-07-08T10:42:48.576693355Z
227,3,SI266220200309225433,4348,0,2025-07-08T10:42:48.786365712Z
228,4,SI266220200309225433,0,0,2025-07-08T10:42:48.787270033Z
221,13,SI266220200309225433,0,0,2025-07-08T10:42:48.571959475Z
223,15,SI266220200309225433,0,0,2025-07-08T10:42:48.573211697Z
230,6,SI266220200309225433,0,0,2025-07-08T10:42:48.788934507Z
225,1,SI266220200309225433,0,0,2025-07-08T10:42:48.576099392Z
234,10,SI266220200309225433,39,0,2025-07-08T10:42:49.011411747Z
232,8,SI266220200309225433,0,0,2025-07-08T10:42:48.826542244Z
229,5,SI266220200309225433,0,0,2025-07-08T10:42:48.788082065Z
236,12,SI266220200309225433,0,0,2025-07-08T10:42:49.013079635Z
233,9,SI266220200309225433,70,0,2025-07-08T10:42:49.009849380Z
237,13,SI266220200309225433,0,0,2025-07-08T10:42:49.013558544Z
238,14,SI266220200309225433,0,0,2025-07-08T10:42:49.330232465Z
248,8,SI266220200309225433,0,0,2025-07-08T10:42:49.355288215Z
231,7,SI266220200309225433,1320,0,2025-07-08T10:42:48.825829650Z
235,11,SI266220200309225433,0,0,2025-07-08T10:42:49.012516520Z
242,2,SI266220200309225433,0,0,2025-07-08T10:42:49.332614951Z
240,0,SI266220200309225433,0,0,2025-07-08T10:42:49.331423789Z
243,3,SI266220200309225433,1359,0,2025-07-08T10:42:49.333111561Z
244,4,SI266220200309225433,0,0,2025-07-08T10:42:49.333754815Z
239,15,SI266220200309225433,0,0,2025-07-08T10:42:49.330926096Z
241,1,SI266220200309225433,0,0,2025-07-08T10:42:49.331999250Z
245,5,SI266220200309225433,0,0,2025-07-08T10:42:49.353321123Z
246,6,SI266220200309225433,0,0,2025-07-08T10:42:49.354191699Z
249,9,SI266220200309225433,40,0,2025-07-08T10:42:49.355840666Z
250,10,SI266220200309225433,0,0,2025-07-08T10:42:49.365530705Z
254,14,SI266220200309225433,0,0,2025-07-08T10:42:49.679544971Z
258,2,SI266220200309225433,0,0,2025-07-08T10:42:49.683022024Z
251,11,SI266220200309225433,0,0,2025-07-08T10:42:49.677305064Z
252,12,SI266220200309225433,0,0,2025-07-08T10:42:49.678170798Z
256,0,SI266220200309225433,0,0,2025-07-08T10:42:49.680631146Z
247,7,SI266220200309225433,36,0,2025-07-08T10:42:49.354776532Z
253,13,SI266220200309225433,0,0,2025-07-08T10:42:49.678902106Z
260,4,SI266220200309225433,0,0,2025-07-08T10:42:49.759142511Z
255,15,SI266220200309225433,0,0,2025-07-08T10:42:49.680062121Z
259,3,SI266220200309225433,1820,0,2025-07-08T10:42:49.684243168Z
261,5,SI266220200309225433,0,0,2025-07-08T10:42:49.760048729Z
262,6,SI266220200309225433,0,0,2025-07-08T10:42:50.083777206Z
257,1,SI266220200309225433,0,0,2025-07-08T10:42:49.681361835Z
266,10,SI266220200309225433,0,0,2025-07-08T10:42:50.086896687Z
264,8,SI266220200309225433,0,0,2025-07-08T10:42:50.085517599Z
268,12,SI266220200309225433,0,0,2025-07-08T10:42:50.088119563Z
263,7,SI266220200309225433,421,0,2025-07-08T10:42:50.084926795Z
270,14,SI266220200309225433,0,0,2025-07-08T10:42:50.089340125Z
274,2,SI266220200309225433,0,0,2025-07-08T10:42:50.296889287Z
265,9,SI266220200309225433,61,0,2025-07-08T10:42:50.086186105Z
272,0,SI266220200309225433,0,0,2025-07-08T10:42:50.295574599Z
275,3,SI266220200309225433,1469,0,2025-07-08T10:42:50.317127666Z
269,13,SI266220200309225433,0,0,2025-07-08T10:42:50.088678926Z
267,11,SI266220200309225433,0,0,2025-07-08T10:42:50.087544910Z
276,4,SI266220200309225433,0,0,2025-07-08T10:42:50.317644874Z
271,15,SI266220200309225433,0,0,2025-07-08T10:42:50.294910716Z
278,6,SI266220200309225433,0,0,2025-07-08T10:42:50.318994879Z
273,1,SI266220200309225433,0,0,2025-07-08T10:42:50.296327350Z
282,10,SI266220200309225433,4,0,2025-07-08T10:42:50.618090567Z
280,8,SI266220200309225433,0,0,2025-07-08T10:42:50.616352423Z
281,9,SI266220200309225433,95,0,2025-07-08T10:42:50.617070462Z
277,5,SI266220200309225433,0,0,2025-07-08T10:42:50.318331833Z
284,12,SI266220200309225433,0,0,2025-07-08T10:42:50.619336930Z
288,0,SI266220200309225433,0,0,2025-07-08T10:42:50.926376676Z
286,14,SI266220200309225433,0,0,2025-07-08T10:42:50.620309011Z
279,7,SI266220200309225433,586,0,2025-07-08T10:42:50.536528330Z
283,11,SI266220200309225433,0,0,2025-07-08T10:42:50.618895533Z
290,2,SI266220200309225433,0,0,2025-07-08T10:42:50.927437583Z
287,15,SI266220200309225433,0,0,2025-07-08T10:42:50.925647819Z
285,13,SI266220200309225433,0,0,2025-07-08T10:42:50.619816466Z
296,8,SI266220200309225433,0,0,2025-07-08T10:42:51.038505057Z
291,3,SI266220200309225433,1233,0,2025-07-08T10:42:50.927708416Z
294,6,SI266220200309225433,0,0,2025-07-08T10:42:51.037496218Z
289,1,SI266220200309225433,0,0,2025-07-08T10:42:50.926887657Z
293,5,SI266220200309225433,0,0,2025-07-08T10:42:51.036790451Z
292,4,SI266220200309225433,0,0,2025-07-08T10:42:50.927954613Z
297,9,SI266220200309225433,21,0,2025-07-08T10:42:51.039154918Z
298,10,SI266220200309225433,13,0,2025-07-08T10:42:51.250507559Z
306,2,SI266220200309225433,0,0,2025-07-08T10:42:51.254439093Z
300,12,SI266220200309225433,0,0,2025-07-08T10:42:51.251730347Z
302,14,SI266220200309225433,0,0,2025-07-08T10:42:51.252570025Z
299,11,SI266220200309225433,0,0,2025-07-08T10:42:51.251270195Z
304,0,SI266220200309225433,0,0,2025-07-08T10:42:51.253434314Z
295,7,SI266220200309225433,189,0,2025-07-08T10:42:51.038004989Z
307,3,SI266220200309225433,5077,0,2025-07-08T10:42:51.255065733Z
301,13,SI266220200309225433,0,0,2025-07-08T10:42:51.252151574Z
310,6,SI266220200309225433,0,0,2025-07-08T10:42:51.684989320Z
313,9,SI266220200309225433,0,0,2025-07-08T10:42:51.687505721Z
303,15,SI266220200309225433,0,0,2025-07-08T10:42:51.252893671Z
314,10,SI266220200309225433,85,0,2025-07-08T10:42:51.688230887Z
305,1,SI266220200309225433,0,0,2025-07-08T10:42:51.253947862Z
308,4,SI266220200309225433,18,0,2025-07-08T10:42:51.342398587Z
318,14,SI266220200309225433,0,0,2025-07-08T10:42:51.690957764Z
309,5,SI266220200309225433,16,0,2025-07-08T10:42:51.343441126Z
312,8,SI266220200309225433,0,0,2025-07-08T10:42:51.686750934Z
316,12,SI266220200309225433,0,0,2025-07-08T10:42:51.689506229Z
320,0,SI266220200309225433,0,0,2025-07-08T10:42:51.691950056Z
319,15,SI266220200309225433,0,0,2025-07-08T10:42:51.691523068Z
311,7,SI266220200309225433,1444,0,2025-07-08T10:42:51.685930030Z
322,2,SI266220200309225433,0,0,2025-07-08T10:42:51.693005154Z
315,11,SI266220200309225433,0,0,2025-07-08T10:42:51.688780109Z
323,3,SI266220200309225433,2336,0,2025-07-08T10:42:52.031606910Z
324,4,SI266220200309225433,0,0,2025-07-08T10:42:52.032329534Z
317,13,SI266220200309225433,0,0,2025-07-08T10:42:51.690271319Z
326,6,SI266220200309225433,0,0,2025-07-08T10:42:52.034042545Z
321,1,SI266220200309225433,0,0,2025-07-08T10:42:51.692460097Z
330,10,SI266220200309225433,67,0,2025-07-08T10:42:52.232396184Z
328,8,SI266220200309225433,0,0,2025-07-08T10:42:52.230489009Z
325,5,SI266220200309225433,0,0,2025-07-08T10:42:52.033055965Z
332,12,SI266220200309225433,0,0,2025-07-08T10:42:52.233342493Z
329,9,SI266220200309225433,56,0,2025-07-08T10:42:52.231517642Z
334,14,SI266220200309225433,0,0,2025-07-08T10:42:52.546067631Z
327,7,SI266220200309225433,368,0,2025-07-08T10:42:52.035150232Z
331,11,SI266220200309225433,0,0,2025-07-08T10:42:52.233007552Z
338,2,SI266220200309225433,0,0,2025-07-08T10:42:52.548069129Z
336,0,SI266220200309225433,0,0,2025-07-08T10:42:52.547264945Z
335,15,SI266220200309225433,0,0,2025-07-08T10:42:52.546919082Z
333,13,SI266220200309225433,0,0,2025-07-08T10:42:52.233884414Z
344,8,SI266220200309225433,0,0,2025-07-08T10:42:52.618964006Z
339,3,SI266220200309225433,2322,0,2025-07-08T10:42:52.548436700Z
340,4,SI266220200309225433,0,0,2025-07-08T10:42:52.548812602Z
342,6,SI266220200309225433,0,0,2025-07-08T10:42:52.617819504Z
337,1,SI266220200309225433,0,0,2025-07-08T10:42:52.547641956Z
341,5,SI266220200309225433,0,0,2025-07-08T10:42:52.616531006Z
343,7,SI266220200309225433,352,0,2025-07-08T10:42:52.618452878Z
345,9,SI266220200309225433,109,0,2025-07-08T10:42:52.619745674Z
346,10,SI266220200309225433,0,0,2025-07-08T10:42:53.156336024Z
354,2,SI266220200309225433,0,0,2025-07-08T10:42:53.162400613Z
347,11,SI266220200309225433,0,0,2025-07-08T10:42:53.158300372Z
348,12,SI266220200309225433,0,0,2025-07-08T10:42:53.158789124Z
355,3,SI266220200309225433,8428,0,2025-07-08T10:42:53.162889470Z
353,1,SI266220200309225433,0,0,2025-07-08T10:42:53.161819029Z
350,14,SI266220200309225433,0,0,2025-07-08T10:42:53.159979372Z
349,13,SI266220200309225433,0,0,2025-07-08T10:42:53.159327082Z
352,0,SI266220200309225433,0,0,2025-07-08T10:42:53.161063400Z
351,15,SI266220200309225433,0,0,2025-07-08T10:42:53.160481790Z
356,4,SI266220200309225433,0,0,2025-07-08T10:42:53.163220969Z
357,5,SI266220200309225433,1,0,2025-07-08T10:42:53.163889703Z
358,6,SI266220200309225433,0,0,2025-07-08T10:42:53.421287858Z
361,9,SI266220200309225433,78,0,2025-07-08T10:42:53.423220156Z
362,10,SI266220200309225433,0,0,2025-07-08T10:42:53.423904696Z
360,8,SI266220200309225433,0,0,2025-07-08T10:42:53.422586654Z
364,12,SI266220200309225433,0,0,2025-07-08T10:42:53.424811928Z
359,7,SI266220200309225433,3387,0,2025-07-08T10:42:53.422071047Z
366,14,SI266220200309225433,0,0,2025-07-08T10:42:53.425878219Z
370,2,SI266220200309225433,0,0,2025-07-08T10:42:53.428157267Z
368,0,SI266220200309225433,0,0,2025-07-08T10:42:53.426989023Z
363,11,SI266220200309225433,0,0,2025-07-08T10:42:53.424415285Z
367,15,SI266220200309225433,0,0,2025-07-08T10:42:53.426367334Z
365,13,SI266220200309225433,0,0,2025-07-08T10:42:53.425318909Z
374,6,SI266220200309225433,0,0,2025-07-08T10:42:53.705394442Z
369,1,SI266220200309225433,0,0,2025-07-08T10:42:53.427614371Z
378,10,SI266220200309225433,0,0,2025-07-08T10:42:53.870812595Z
371,3,SI266220200309225433,2389,0,2025-07-08T10:42:53.661931463Z
372,4,SI266220200309225433,0,0,2025-07-08T10:42:53.662646846Z
376,8,SI266220200309225433,0,0,2025-07-08T10:42:53.869453357Z
373,5,SI266220200309225433,0,0,2025-07-08T10:42:53.663610174Z
380,12,SI266220200309225433,0,0,2025-07-08T10:42:53.871496285Z
379,11,SI266220200309225433,0,0,2025-07-08T10:42:53.871299227Z
382,14,SI266220200309225433,0,0,2025-07-08T10:42:53.871944762Z
375,7,SI266220200309225433,360,0,2025-07-08T10:42:53.706507813Z
386,2,SI266220200309225433,0,0,2025-07-08T10:42:54.097022531Z
384,0,SI266220200309225433,0,0,2025-07-08T10:42:54.095670509Z
377,9,SI266220200309225433,51,0,2025-07-08T10:42:53.870283791Z
381,13,SI266220200309225433,0,0,2025-07-08T10:42:53.871736797Z
392,8,SI266220200309225433,0,0,2025-07-08T10:42:54.248217160Z
